datasetID;creator;eventDate;pubDate;reference;country;stateProvince;municipality;verbatimSite;decimalLatitude;decimalLongitude;northBoundingCoordinate;southBoundingCoordinate;verbatimCoordinates;minimumElevationInMeters;maxElevationInMeters;verbatimElevation;organismQuantityPlants;identificationQualifierPlants;scientificNamePlants;classPlants;familyPlants;genusPlants;specificEpithetPlants;infraspecificEpithetPlants;taxonRankPlants;taxonRemarksPlants;establishmentMeansPlants;habitPlants;selfIncompatabilityPlants;organismQuantityAnimals;identificationQualifierAnimals;scientificNameAnimals;classAnimals;orderAnimals;familyAnimals;subfamilyAnimals;genusAnimals;specificEpithetAnimals;taxonRankAnimals;taxonRemarksAnimals;establishmentMeansAnimals;interactionType;interactionTypeIRI;resourceCollected;samplingProtocol;sampleSizeValue;samplingSizeUnit
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Estación Biologica, XIV Region;-41.88;-73.66666667;;;41º53'S, 73º40'W ;12.1;12.1;12.1;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Bombus ruderatus;Insecta;Hymenoptera;Apidae;;Bombus;ruderatus;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Estación Biologica, XIV Region;-41.88;-73.66666667;;;41º53'S, 73º40'W ;12.1;12.1;12.1;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Phrygilus patagonicus;Aves;Passeriformes;Emberizidae;;Phrygilus;patagonicus;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Estación Biologica, XIV Region;-41.88;-73.66666667;;;41º53'S, 73º40'W ;12.1;12.1;12.1;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Carduelis barbata;Aves;Passeriformes;Fringillidae;;Carduelis;barbata;species;Carduelis barbatus;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Estación Biologica, XIV Region;-41.88;-73.66666667;;;41º53'S, 73º40'W ;12.1;12.1;12.1;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Curaeus curaeus;Aves;Passeriformes;Icteridae;;Curaeus;curaeus;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Estación Biologica, XIV Region;-41.88;-73.66666667;;;41º53'S, 73º40'W ;12.1;12.1;12.1;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Elaenia albiceps;Aves;Passeriformes;Tyrannidae;;Elaenia;albiceps;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Paraguay, XIV Region;-41.12;-73.16666667;;;41°07'S, 73º10'W;300;300;300;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Sephanoides sephaniodes;Aves;Apodiformes;Trochilidae;;Sephanoides;sephaniodes;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Paraguay, XIV Region;-41.12;-73.16666667;;;41°07'S, 73º10'W;300;300;300;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Apis mellifera;Insecta;Hymenoptera;Apidae;;Apis;mellifera;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Paraguay, XIV Region;-41.12;-73.16666667;;;41°07'S, 73º10'W;300;300;300;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Bombus ruderatus;Insecta;Hymenoptera;Apidae;;Bombus;ruderatus;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Paraguay, XIV Region;-41.12;-73.16666667;;;41°07'S, 73º10'W;300;300;300;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Diphaglossa gayi;Insecta;Hymenoptera;Colletidae;;Diphaglossa;gayi;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Paraguay, XIV Region;-41.12;-73.16666667;;;41°07'S, 73º10'W;300;300;300;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Elaenia albiceps;Insecta;Hymenoptera;Tyrannidae;;Elaenia;albiceps;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Sephanoides sephaniodes;Aves;Apodiformes;Trochilidae;;Sephanoides;sephaniodes;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Apis mellifera;Insecta;Hymenoptera;Apidae;;Apis;mellifera;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Diphaglossa gayi;Insecta;Hymenoptera;Colletidae;;Diphaglossa;gayi;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Eroessa chilensis;Insecta;Lepidoptera;Pieridae;;Eroessa;chilensis;species;Eroessa chiliensis;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Phrygilus patagonicus;Aves;Passeriformes;Emberizidae;;Phrygilus;patagonicus;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
17;Giselle Muschett;2005-09/2006-03;2012;Chalcoff et al . 2012. Erosion of a pollination mutualism along an environmental gradient in a south Andean treelet, Embothrium coccineum (Proteaceae). Oikos, 121, 471-480. doi: 10.1111/j.1600-0706.2011.19663.x;Chile;Los Rios;;Puyehue, XIV Region;-40.67;-72.15;;;40º40'S, 72º09'W ;460;460;460;;;Embothrium coccineum;Magnoliopsida;Proteaceae;Embothrium;coccineum;;species;;native;;;;;Elaenia albiceps;Aves;Passeriformes;Tyrannidae;;Elaenia;albiceps;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
18;Giselle Muschett;;2009;Chetelat et al. 2009. Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77–93. doi: 10.1007/s10681-008-9863-6;Chile;Tarapaca;;Camiña, I Region;-19.32;-69.42;;;19.32ºS, 69.42ºW;2380;2380;2380;;;Solanum peruvianum;Magnoliopsida;Solanaceae;Solanum;peruvianum;;species;;native;shrub;self incompatible;;;;Insecta;Hymenoptera;Apidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
18;Giselle Muschett;;2009;Chetelat et al. 2009. Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77–93. doi: 10.1007/s10681-008-9863-6;Chile;Tarapaca;;Camiña, I Region;-19.32;-69.42;;;19.32ºS, 69.42ºW;2380;2380;2380;;;Solanum peruvianum;Magnoliopsida;Solanaceae;Solanum;peruvianum;;species;;native;shrub;self incompatible;;;;Insecta;Hymenoptera;Colletidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
18;Giselle Muschett;;2009;Chetelat et al. 2009. Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77–93. doi: 10.1007/s10681-008-9863-6;Chile;Tarapaca;;Camiña, I Region;-19.32;-69.42;;;19.32ºS, 69.42ºW;2380;2380;2380;;;Solanum lycopersicoides;Magnoliopsida;Solanaceae;Solanum;lycopersicoides;;species;;native;shrub;self incompatible;;;;Insecta;Hymenoptera;Apidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
18;Giselle Muschett;;2009;Chetelat et al. 2009. Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77–93. doi: 10.1007/s10681-008-9863-6;Chile;Antofagasta;;Caspana, II Region;-22.32;-68.22;;;22.32ºS, 68.22ºW;2460;2460;3260;;;Solanum chilense;Magnoliopsida;Solanaceae;Solanum;chilense;;species;;native;shrub;self incompatible;;;;Insecta;Hymenoptera;Apidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;nectar;;;
18;Giselle Muschett;;2009;Chetelat et al. 2009. Distribution, ecology and reproductive biology of wild tomatoes and related nightshades from the Atacama Desert region of northern Chile. Euphytica, 167, 77–93. doi: 10.1007/s10681-008-9863-6;Chile;Antofagasta;;Chiu Chiu, II Region;-22.33;-68.65;;;22.33ºS, 68.65ºW;3260;3260;2524;;;Solanum sitiens;Magnoliopsida;Solanaceae;Solanum;sitiens;;species;;native;shrub;self incompatible;;;;Insecta;Diptera;Calliphoridae;;;;family;;native;has flowers visited by;http://purl.obolibrary.org/obo/RO_0002623;;;;
19;Giselle Muschett;2011-09/2011-12;2018;Cisterna & Murua. 2018. Contrasting floral morphology and breeding systems in two subspecies of Calceolaria corymbosa in Central Chile. Gayana Botanica, 75(1), 544-548. doi: 10.4067/S0717-66432018000100544;Chile;Metropolitana de Santiago;;Valle Nevado;-33.32;-70.23333333;;;33°19’ S, 70°14’ W;2480;2480;2600;1;;Calceolaria corymbosa;Magnoliopsida;Calceolariaceae;Calceolaria;corymbosa;;species;;native;;;1;;;Insecta;Hymenoptera;Melittidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;oil;;;
19;Giselle Muschett;2011-09/2011-12;2018;Cisterna & Murua. 2018. Contrasting floral morphology and breeding systems in two subspecies of Calceolaria corymbosa in Central Chile. Gayana Botanica, 75(1), 544-548. doi: 10.4067/S0717-66432018000100544;Chile;Metropolitana de Santiago;;Reserva Nacional Rio Clarillo;-33.77;-70.45;;;33º46’ S, 70º27’ W;2600;2600;2600;;;Calceolaria corymbosa;Magnoliopsida;Calceolariaceae;Calceolaria;corymbosa;;species;;native;;;;;;Insecta;Hymenoptera;Melittidae;;;;family;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;oil;;;
20;Giselle Muschett;2014-09/2014-11;2017;Cuartas-Dominguez et al. 2017. Sistema reproductivo de Trichopetalum plumosum (Ruiz & Pav.) J.F. Macbr. (Asparagaceae), geofita endemica de Chile. Gayana Botanica, 74(1): 73-81. doi: 10.4067/S0717-66432017005000103;Chile;Metropolitana de Santiago;;Cerro Calan ;-33.39;-70.53444444;;;33°23’41”S, 70°32’04”W;890;890;890;1;;Trichopetalum plumosum;Magnoliopsida;Asparagaceae;Trichopetalum;plumosum;;species;;native;herb;self compatible;5;;Lichnia limbata;Insecta;Coleoptera;Scarabaeidae;;Lichnia;limbata;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
20;Giselle Muschett;2014-09/2014-11;2017;Cuartas-Dominguez et al. 2017. Sistema reproductivo de Trichopetalum plumosum (Ruiz & Pav.) J.F. Macbr. (Asparagaceae), geofita endemica de Chile. Gayana Botanica, 74(1): 73-81. doi: 10.4067/S0717-66432017005000103;Chile;Metropolitana de Santiago;;Cerro Calan ;-33.39;-70.53444444;;;33°23’41”S, 70°32’04”W;890;890;890;;;Trichopetalum plumosum;Magnoliopsida;Asparagaceae;Trichopetalum;plumosum;;species;;native;herb;self compatible;;;Epiclines gayi;Insecta;Coleoptera;Cleridae;;Epiclines;gayi;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
20;Giselle Muschett;2014-09/2014-11;2017;Cuartas-Dominguez et al. 2017. Sistema reproductivo de Trichopetalum plumosum (Ruiz & Pav.) J.F. Macbr. (Asparagaceae), geofita endemica de Chile. Gayana Botanica, 74(1): 73-81. doi: 10.4067/S0717-66432017005000103;Chile;Metropolitana de Santiago;;Cerro Calan ;-33.39;-70.53444444;;;33°23’41”S, 70°32’04”W;890;890;890;;;Trichopetalum plumosum;Magnoliopsida;Asparagaceae;Trichopetalum;plumosum;;species;;native;herb;self compatible;;;Allograpta ;Insecta;Diptera;Syrphidae;;Allograpta;;genus;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
20;Giselle Muschett;2014-09/2014-11;2017;Cuartas-Dominguez et al. 2017. Sistema reproductivo de Trichopetalum plumosum (Ruiz & Pav.) J.F. Macbr. (Asparagaceae), geofita endemica de Chile. Gayana Botanica, 74(1): 73-81. doi: 10.4067/S0717-66432017005000103;Chile;Metropolitana de Santiago;;Cerro Calan ;-33.39;-70.53444444;;;33°23’41”S, 70°32’04”W;890;890;890;;;Trichopetalum plumosum;Magnoliopsida;Asparagaceae;Trichopetalum;plumosum;;species;;native;herb;self compatible;;;;Insecta;Diptera;Culicidae;;;;family;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
20;Giselle Muschett;2014-09/2014-11;2017;Cuartas-Dominguez et al. 2017. Sistema reproductivo de Trichopetalum plumosum (Ruiz & Pav.) J.F. Macbr. (Asparagaceae), geofita endemica de Chile. Gayana Botanica, 74(1): 73-81. doi: 10.4067/S0717-66432017005000103;Chile;Metropolitana de Santiago;;Cerro Calan ;-33.39;-70.53444444;;;33°23’41”S, 70°32’04”W;890;890;890;;;Trichopetalum plumosum;Magnoliopsida;Asparagaceae;Trichopetalum;plumosum;;species;;native;herb;self compatible;;;;Insecta;Hymenoptera;Halictidae;;;;family;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
21;Giselle Muschett;;2005;Diaz et al. 2005. Linking forest structure and composition: avian diversity in successional forests of Chiloe´ Island, Chile. Biological Conservation, 123, 91–101. doi: 10.1016/j.biocon.2004.10.011;Chile;Los Rios;;Senda Darwin Biological Station, Chiloe, XIV Region;-41.83;-73.66666667;;;41º50'S, 73º40'W;;;;;;;Magnoliopsida;;;;;class;;;;;;;Sephanoides sephaniodes;Aves;Apodiformes;Trochilidae;;Sephanoides;sephaniodes;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
22;Giselle Muschett;;2015;Diaz Tavie et al 2015. Nuevos antecedentes acerca de la presencia de Bombus dahlbomii Geruin-Menville (Hymenoptera: Apidae) en la isla Grande de Tierra del Fuego. Anales del Instituto de la Patagonia 43:171–174.;Chile;Magallanes;;Isla Grande de Tierra del Fuego;-52.042;-69.72;52.494;54.042;"52°29’ 39"" S, 69°26’ 48 "" W - 54° 02' 31"" S, 70° 03' 15"" W ";;;;;;;Magnoliopsida;;;;;class;;;;;;;Bombus dahlbomii;Insecta;Hymenoptera;Apidae;;Bombus;dahlbomii;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
23;Giselle Muschett;;2001;Estay et al. 2001b. Evaluación de Bombus dahlbomii (GUER.) como agente polinizador de flores de tomate Lycopersicon esculentum (MILL) bajo condiciones de invernadero . Agricultura Tecnica Chile, 61(2), 113-119. doi: 10.4067/S0365-28072001000200001;Chile;Bio Bio;;Fundo Santa Rosa, VIII Region;-36.53;-71.91666667;;;36º 32’ S, 71º 55’ W;;;;1;;Solanum lycopersicum;Magnoliopsida;Solanaceae;Solanum;lycopersicum;;species;Lycopersicon esculentum;cultivated;;;1;;Bombus dahlbomii;Insecta;Hymenoptera;Apidae;;Bombus;dahlbomii;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
23;Giselle Muschett;;2001;Estay et al. 2001b. Evaluación de Bombus dahlbomii (GUER.) como agente polinizador de flores de tomate Lycopersicon esculentum (MILL) bajo condiciones de invernadero . Agricultura Tecnica Chile, 61(2), 113-119. doi: 10.4067/S0365-28072001000200001;Chile;Metropolitana de Santiago;;INIA, CRI La Platina;-33.57;-70.63333333;;;33º 34’ S, 70º 38’ W;;;;;;Solanum lycopersicum;Magnoliopsida;Solanaceae;Solanum;lycopersicum;;species;Lycopersicon esculentum;cultivated;;;;;Bombus dahlbomii;Insecta;Hymenoptera;Apidae;;Bombus;dahlbomii;species;;native;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;8;;Vaccinium ;Magnoliopsida;Ericaceae;Vaccinium;;;genus;;cultivated;;;1;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Persea americana;Magnoliopsida;Lauraceae;Persea;americana;;species;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Solanum lycopersicum;Magnoliopsida;Solanaceae;Solanum;lycopersicum;;species;Lycopersicon esculentum;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Fragaria;Magnoliopsida;Rosaceae;Fragaria;;;genus;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Capsicum annuum;Magnoliopsida;Solanaceae;Capsicum;annuum;;species;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Brassica oleracea;Magnoliopsida;Brassicaceae;Brassica;oleracea;;species;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Cucumis melo;Magnoliopsida;Cucurbitaceae;Cucumis;melo;;species;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
24;Giselle Muschett;;2007;Estay. 2007. Bombus en Chile: especies, biología y manejo. Instituto de Investigaciones Agrarias (INIA), Centro Regional de Investigación La Platina, 22, 1-84.;Chile;;;;;;;;;;;;;;Brassica napus;Magnoliopsida;Brassicaceae;Brassica;napus;;species;;cultivated;;;;;Bombus terrestris;Insecta;Hymenoptera;Apidae;;Bombus;terrestris;species;;introduced;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;225;;Colibri coruscans;Aves;Apodiformes;Trochilidae;;Colibri;coruscans;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Eulidia yarrellii;Aves;Apodiformes;Trochilidae;;Eulidia;yarrellii;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Lafresnaya lafresnayi;Aves;Apodiformes;Trochilidae;;Lafresnaya;lafresnayi;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Oreotrochilus estella;Aves;Apodiformes;Trochilidae;;Oreotrochilus;estella;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Oreotrochilus leucopleurus;Aves;Apodiformes;Trochilidae;;Oreotrochilus;leucopleurus;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Patagona gigas;Aves;Apodiformes;Trochilidae;;Patagona;gigas;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
25;Giselle Muschett;2017;2017;FAO (Organizacion de las Naciones Unidas para la Alimentacion y la Agricultura). 2017. Estado del arte del servicio ecosistemico de la polinizacion en Chile-Paraguay Y Peru. Page 118. FAO, Santiago, Chile.;Chile;;;;;;;;;;;;;;;Magnoliopsida;;;;;class;;;;;;;Rhodopis vesper;Aves;Apodiformes;Trochilidae;;Rhodopis;vesper;species;;;pollinated by;http://purl.obolibrary.org/obo/RO_0002456;;;;
