dwc:datasetID;dc:creator;dwc:verbatimEventDate;EML:pubDate;dwc:reference;dwc:country;dwc:stateProvince;dwc:municipality;dwc:verbatimSite;dwc:decimalLatitude;dwc:decimalLongitude;EML:northBoundingCoordinate;EML:southBoundingCoordinate;dwc:verbatimCoordinates;dwc:minimumElevationInMeters;dwc:maxElevationInMeters;dwc:verbatimElevation;dwc:organismQuantityPlants;dwc:scientificNamePlants;dwc:genusPlants;dwc:familyPlants;dwc:taxonRemarksPlants;dwc:establishmentMeansPlants;ppi:habitPlants;ppi:selfIncompatabilityPlants;dwc:organismQuantityAnimals;dwc:scientificNameAnimals;dwc:genusAnimals;dwc:familyAnimals;dwc:subfamilyAnimals;dwc:orderAnimals;dwc:taxonRemarksAnimals;dwc:establishmentMeansAnimals;ppi:interactionType;ppi:resourceCollected;dwc:samplingProtocol;dwc:sampleSizeValue;dwc:samplingSizeUnit;Objective_of_Article_Chapter;Type_of_Analyses;Comments
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Manuelia gayi;Manuelia;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mesonychium gayi;Mesonychium;;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda mutabilis;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda proxima;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Trichothurgus sp.3;Trichothurgus;Megachilidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Elina sp.;Elina;;;Lepidoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;;;Nymphalidae;;Lepidoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Lagunillas;-33.66;-70.323;;;-33.655, -70.323;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Phoebis mercedis;Phoebis;Paridae;;Lepidoptera;Tatochila mercedis;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasia aenea;Lasia;Acroceridae;;Diptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mycteromia sp.;Mycteromia;Tabanidae;;Diptera;correct genus: Mycteromyia;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Alloscirtetica gayi;Alloscirtetica;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Apis mellifera;Apis;Apidae;;Hymenoptera;;introduced;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Centris nigerrima;Centris;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;;;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Manuelia gayi;Manuelia;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Megachile sp.3;Megachile;Megachilidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mesonychium gayi;Mesonychium;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda mutabilis;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda proxima;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Metropolitana de Santiago;;Rio Clarillo National Reserve;-33.73;-70.479;;;-33.727, -70.479;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Trichothurgus sp.3;Trichothurgus;Megachilidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;;;;;Diptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasia corvina;Lasia;Acroceridae;;Diptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mycteromia sp.;Mycteromia;Tabanidae;;Diptera;correct genus: Mycteromyia;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Alloscirtetica gayi;Alloscirtetica;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Centris nigerrima;Centris;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasioglossum sp.;Lasioglossum;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mesonychium gayi;Mesonychium;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda mutabilis;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Coya, VI Region;-34.2;-70.522;;;-34.202, -70.522;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Phoebis mercedis;Phoebis;Pieridae;;Lepidoptera;Tatochila mercedis;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasia corvina;Lasia;Acroceridae;;Diptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mycteromia sp.;Mycteromia;Tabanidae;;Diptera;correct genus: Mycteromyia;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Alloscirtetica gayi;Alloscirtetica;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;;;Andrenidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Caenohalictus sp.3;Caenohalictus;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Centris nigerrima;Centris;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasioglossum sp.;Lasioglossum;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Manuelia gayi;Manuelia;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Megachile sp.3;Megachile;Megachilidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mesonychium gayi;Mesonychium;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Ruizantheda proxima;Ruizantheda;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Svastrides melanura;Svastrides;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;O'Higgins;;Termas del Flaco, VI Region;-34.96;-70.425;;;-34.96, -70.425;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Phoebis mercedis;Phoebis;Pieridae;;Lepidoptera;Tatochila mercedis;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Mycteromia sp.;Mycteromia;Tabanidae;;Diptera;correct genus: Mycteromyia;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Alloscirtetica gayi;Alloscirtetica;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Bombus ruderatus;Bombus;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Bombus terrestris;Bombus;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Centris nigerrima;Centris;Apidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
91;Giselle Muschett;Spring of 2011 and 2012;2014;Gonzalez et al. 2014. Temporal and spatial variation of the pollinator  assemblages in Alstroemeria ligtu (Alstroemeriaceae). Revista Chilena de Historia Natural, 85(7). doi: 10.1186/0717-6317-87-5;Chile;Maule;;Radal Siete Tazas National Resere, VII Region;-35.44;-71.06;;;-35.439, -71.06;;;;;Alstroemeria ligtu var. simsii;Alstroemeria;Alstroemeriaceae;;native;herb;self incompatible;;Lasioglossum sp.;Lasioglossum;Halictidae;;Hymenoptera;;;pollinator;;focal observations;15;minute;;;
